번호,인허가일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,영업장주변구분명
147,19911112,"서울특별시 도봉구 창동 10-3번지 세정빌딩 107,108,109호(지상1층) ","서울특별시 도봉구 노해로69길 15 (창동,세정빌딩 107,108,109호(지상1층))",토영자갈치곰장어,한식,204397.004135761    ,461175.40204195     ,한식,아파트지역
148,19911111,서울특별시 송파구 잠실동 189-12번지 2층 ,"서울특별시 송파구 백제고분로7길 32, 2층 (잠실동)",바래,경양식,207214.001385985    ,445388.389164009    ,경양식,학교정화(상대)
149,19911111,서울특별시 강남구 신사동 514-10 ,서울특별시 강남구 도산대로 127 (신사동),(주)탐나종합어시장신사역점,한식,201905.017671038    ,446154.533266157    ,한식,주택가주변
150,19911111,서울특별시 금천구 독산동 986-19번지 (남문시장4길27-1) ,"서울특별시 금천구 시흥대로142길 37 (독산동,(남문시장4길27-1))",포커스랜드(독산점),분식,191211.379775594    ,441225.066617105    ,분식,주택가주변
151,19911111,서울특별시 중구 태평로1가 31-19번지 ,서울특별시 중구 무교로 17-25 (태평로1가),태진옥,한식,198035.464976705    ,451682.908121502    ,한식,기타
152,19911109,서울특별시 영등포구 양평동6가 25-0번지 ,서울특별시 영등포구 양평로28바길 10-1 (양평동6가),이천식당,한식,190305.818985625    ,448967.058989224    ,한식,주택가주변
153,19911109,서울특별시 금천구 시흥동 891-0 지상1층 ,"서울특별시 금천구 시흥대로52길 24, 지상1층 (시흥동)",꺾세 숯불 꼼장어,중국식,191305.214540711    ,438924.133608211    ,중국식,유흥업소밀집지역
154,19911109,서울특별시 강서구 화곡동 794-12번지 지상1층 ,"서울특별시 강서구 곰달래로 246, 1층 (화곡동, 4동)",임꺽정생고기,한식,187577.462060362    ,447737.458202345    ,한식,주택가주변
155,19911109,서울특별시 중랑구 묵동 305-1 ,서울특별시 중랑구 공릉로 64 (묵동),묵동왕순대,한식,206962.887956695    ,457089.340503721    ,한식,주택가주변
156,19911109,서울특별시 광진구 자양동 679-35번지 ,서울특별시 광진구 자양로5길 18 (자양동),투다리,호프/통닭,207420.084963506    ,447707.124944459    ,호프/통닭,주택가주변
157,19911108,서울특별시 서초구 서초동 1309-6번지 서호호텔 1층 ,"서울특별시 서초구 강남대로69길 10, 서호호텔 1층 (서초동)",교촌치킨 강남역점,호프/통닭,202075.235090835    ,444393.012402995    ,호프/통닭,기타
158,19911108,서울특별시 강서구 화곡동 1114-24 ,서울특별시 강서구 까치산로 193-17 (화곡동),장모보쌈,한식,187020.589894426    ,450262.756828991    ,한식,주택가주변
159,19911108,서울특별시 은평구 대조동 179-1번지 1층 ,"서울특별시 은평구 서오릉로 100 (대조동, 1층)",이디야,호프/통닭,192950.245106038    ,456287.998883901    ,호프/통닭,주택가주변
160,19911108,서울특별시 노원구 상계동 724-1번지 길빌딩 106호,"서울특별시 노원구 노해로 490, 106호 (상계동,길빌딩)",골뱅이치킨,한식,205439.320706497    ,461335.356566932    ,한식,아파트지역
161,19911108,서울특별시 도봉구 도봉동 600-27번지 ,서울특별시 도봉구 도봉로 805 (도봉동),장수옥설렁탕,한식,203843.369309201    ,463783.533593536    ,한식,주택가주변
162,19911108,서울특별시 종로구 숭인동 202-13번지 ,서울특별시 종로구 종로66가길 21 (숭인동),이반레스토랑,경양식,201770.687981914    ,452337.690748925    ,경양식,기타
163,19911107,"서울특별시 송파구 가락동 99-1번지 (지하6,7호) ","서울특별시 송파구 송파대로28길 12 (가락동,(지하6,7호))",미다이,한식,210491.688890281    ,443508.221246366    ,한식,기타
164,19911107,서울특별시 중랑구 망우동 405-23번지 ,서울특별시 중랑구 용마공원로5길 7 (망우동),도레미,분식,208895.877033673    ,454711.458233769    ,분식,주택가주변
165,19911107,서울특별시 중구 회현동1가 95-0번지 ,서울특별시 중구 퇴계로8길 11 (회현동1가),단골집,한식,198163.933158159    ,450720.610503887    ,한식,기타
166,19911106,서울특별시 송파구 문정동 51-9번지 ,서울특별시 송파구 문정로 7 (문정동),둘둘치킨,한식,210867.108777212    ,442689.758373787    ,한식,주택가주변
167,19911106,서울특별시 중랑구 상봉동 85-26 ,서울특별시 중랑구 봉우재로 161 (상봉동),황금식당,한식,207946.967170099    ,454617.199342046    ,한식,기타
168,19911105,서울특별시 송파구 가락동 76-5 지상1층 ,"서울특별시 송파구 송파대로30길 41, 지상1층 (가락동)",갯벌의 진주,일식,210662.444150021    ,443788.432543823    ,일식,주택가주변
169,19911105,서울특별시 성북구 하월곡동 34-44 광흥빌딩 1층 ,"서울특별시 성북구 월곡로 106-1, 광흥빌딩 1층 (하월곡동)",멕시카나 월곡점,통닭(치킨),203595.384636616    ,455453.171542623    ,통닭(치킨),주택가주변
170,19911104,서울특별시 동대문구 장안동 288-2번지 (늘푸른1길11) ,"서울특별시 동대문구 장한로27나길 87 (장안동,(늘푸른1길11))",다래성,중국식,206172.141881568    ,452762.430694862    ,중국식,주택가주변
171,19911104,서울특별시 광진구 구의동 219-5 ,서울특별시 광진구 아차산로 453 (구의동),동해바다,한식,208096.18382136     ,448575.80113761     ,한식,기타
172,19911101,서울특별시 강남구 신사동 665-6번지 ,서울특별시 강남구 선릉로 815 (신사동),한빛,한식,203403.748948936    ,446962.889853107    ,한식,기타
173,19911101,서울특별시 강남구 신사동 644-15 ,서울특별시 강남구 언주로170길 28 (신사동),신사숙녀여러분,경양식,203097.738700171    ,447150.193318572    ,경양식,기타
174,19911101,서울특별시 강남구 대치동 935-3 ,서울특별시 강남구 선릉로64길 26 (대치동),나따오비까(대치점),경양식,204742.589639651    ,443998.459035613    ,경양식,기타
175,19911101,서울특별시 동작구 상도동 504-3번지 ,서울특별시 동작구 상도로61길 40 (상도동),상도로3가,경양식,196135.121663831    ,443610.586301485    ,경양식,학교정화(상대)
176,19911030,서울특별시 강동구 암사동 452번지 ,"서울특별시 강동구 고덕로 96, 1층 (암사동)",피자헛 암사점,패스트푸드,211936.124217298    ,450260.975207712    ,패스트푸드,주택가주변
177,19911030,서울특별시 강서구 방화동 559-10번지 (지상 1층) ,"서울특별시 강서구 양천로14길 24 (방화동,(지상 1층))",티바두마리치킨,통닭(치킨),183142.151410734    ,452214.946699522    ,통닭(치킨),주택가주변
178,19911030,서울특별시 양천구 목동 791-7 ,"서울특별시 양천구 목동중앙서로1길 8, 1층 (목동)",남도미담생고기,한식,187955.089967009    ,447857.553486106    ,한식,주택가주변
179,19911030,서울특별시 서대문구 홍제동 330-37 ,서울특별시 서대문구 통일로 451-39 (홍제동),목포세발낙지,한식,194861.443054359    ,454142.825142055    ,한식,주택가주변
180,19911030,서울특별시 중구 묵정동 32-4번지 ,서울특별시 중구 퇴계로 252-2 (묵정동),브라운,분식,199917.446868146    ,451116.166518376    ,분식,기타
181,19911029,서울특별시 강서구 내발산동 665-20번지 ,서울특별시 강서구 우장산로 9 (내발산동),페리카나치킨,통닭(치킨),185637.710468226    ,450295.856593798    ,통닭(치킨),기타
182,19911029,서울특별시 동대문구 전농동 646-84 (황물길 208) ,"서울특별시 동대문구 황물로 51 (전농동,(황물길 208))",멕켄치킨,통닭(치킨),204102.854786577    ,452299.921831367    ,통닭(치킨),주택가주변
183,19911028,서울특별시 송파구 마천동 33-2번지 지상1층 ,"서울특별시 송파구 성내천로 154, 지상1층 (마천동)",섬진강민물장어,한식,212816.098491545    ,444119.753254177    ,한식,주택가주변
184,19911028,서울특별시 송파구 송파동 195-1번지 ,서울특별시 송파구 송파대로36길 5-13 (송파동),가나안분식,한식,209860.738801805    ,444257.901451975    ,한식,주택가주변
185,19911028,서울특별시 강남구 대치동 901-65 ,서울특별시 강남구 삼성로81길 23 (대치동),춘하추동밀면 대치직영점,한식,204864.262675597    ,444652.961363158    ,한식,주택가주변
186,19911028,서울특별시 종로구 관훈동 144번지 ,"서울특별시 종로구 인사동길 59, 지하1층 (관훈동)",인사동 한가네 불고기,한식,198462.656695463    ,452539.558079788    ,한식,기타
187,19911026,서울특별시 송파구 거여동 1-9번지 ,서울특별시 송파구 성내천로 142 (거여동),뼈사랑감자탕(거여점),한식,212680.513110857    ,444091.950109782    ,한식,주택가주변
188,19911026,서울특별시 중구 신당동 316-14번지 1층 ,"서울특별시 중구 청구로3길 9, 1층 (신당동)",케이제이푸드(KJ FOOD),한식,201323.035220532    ,450754.150876406    ,한식,주택가주변
189,19911025,서울특별시 금천구 시흥동 905-4번지 지상1층 ,"서울특별시 금천구 은행나무로 10 (시흥동,지상1층)",우리식당,한식,191411.629425336    ,438656.223247524    ,한식,기타
190,19911025,서울특별시 구로구 고척동 259-4번지 ,서울특별시 구로구 고척로 154 (고척동),불로만숯불바베큐,통닭(치킨),186738.106973635    ,444549.21791479     ,통닭(치킨),주택가주변
191,19911025,서울특별시 성북구 장위동 230-172 ,서울특별시 성북구 장위로13길 1 (장위동),밤골곱창,한식,203543.149421692    ,456899.670735099    ,한식,기타
192,19911024,서울특별시 성북구 장위동 66-6번지 ,서울특별시 성북구 화랑로33길 40 (장위동),치킨주막,호프/통닭,204761.922114157    ,456629.19403438     ,호프/통닭,주택가주변
193,19911024,서울특별시 중랑구 면목동 51-2번지 ,"서울특별시 중랑구 용마산로 396, 1층 (면목동)",마미백반,분식,208382.786370061    ,453851.079850661    ,분식,주택가주변
194,19911024,서울특별시 종로구 낙원동 285-0번지 ,,소살리토,한식,198817.835330268    ,452227.609419323    ,한식,기타
195,19911023,서울특별시 은평구 갈현동 400-2번지 1층 ,"서울특별시 은평구 연서로29길 14-13 (갈현동, 1층)",연신내역점 한신포차,한식,192795.302403867    ,457475.748241749    ,한식,주택가주변
196,19911023,서울특별시 노원구 상계동 602-9 ,서울특별시 노원구 상계로1길 14-31 (상계동),쪽갈비 대통령,식육(숯불구이),205410.601815644    ,461653.149577155    ,식육(숯불구이),주택가주변
197,19911023,서울특별시 동대문구 이문동 288-47번지 ,"서울특별시 동대문구 휘경로 6-5, 1층 (이문동)",오뚜기부대찌개,한식,205302.961739699    ,454842.394025616    ,한식,주택가주변
198,19911023,서울특별시 동대문구 제기동 137-16번지 (안암로 162) ,"서울특별시 동대문구 안암로 162 (제기동,(안암로 162))",서울식당,한식,203078.461764491    ,454071.28501095     ,한식,학교정화(상대)
199,19911023,서울특별시 성동구 행당동 292-7 ,서울특별시 성동구 행당로17길 20 (행당동),행당집,호프/통닭,202871.480059283    ,450871.770419234    ,호프/통닭,주택가주변
200,19911022,서울특별시 강남구 신사동 515-10번지 ,서울특별시 강남구 강남대로152길 33 (신사동),돈부자,한식,201877.526103127    ,446200.854806562    ,한식,주택가주변
201,19911022,서울특별시 서초구 서초동 1600-11 서초레몬상가1층 105호 ,"서울특별시 서초구 서초중앙로 45 (서초동,서초레몬상가1층 105호)",명동치킨,통닭(치킨),201296.398171062    ,442621.276121873    ,통닭(치킨),주택가주변
202,19911022,서울특별시 양천구 신정동 977-16 지상1층 ,"서울특별시 양천구 신월로 321, 지상1층 (신정동)",다모,일식,187244.552928692    ,446626.599997855    ,일식,주택가주변
203,19911021,서울특별시 서초구 반포동 736-14 ,서울특별시 서초구 사평대로57길 56 (반포동),장쌈,한식,201925.897567603    ,444948.914554543    ,한식,주택가주변
204,19911021,서울특별시 강서구 화곡동 1113-1 (지상 1층) ,"서울특별시 강서구 공항대로46길 13-12 (화곡동,(지상 1층))",강촌식당,한식,186959.58117661     ,450216.753594824    ,한식,주택가주변
205,19911021,서울특별시 마포구 노고산동 49-32번지 ,서울특별시 마포구 신촌로14길 12 (노고산동),등푸른 생선구이,한식,194066.064821213    ,450371.902756091    ,한식,기타
206,19911021,서울특별시 중구 북창동 24-2번지 ,서울특별시 중구 남대문로1길 26 (북창동),르느와르,일식,197940.738506407    ,451101.782116492    ,일식,유흥업소밀집지역
207,19911019,서울특별시 강동구 길동 454-2번지 ,서울특별시 강동구 천호대로175길 11 (길동),로타참치,횟집,212004.614055512    ,448123.892547255    ,횟집,유흥업소밀집지역
208,19911019,서울특별시 송파구 방이동 24-1번지 ,서울특별시 송파구 오금로11길 7-12 (방이동),샛집남원추어탕,한식,209454.477041667    ,445853.059490784    ,한식,기타
209,19911019,서울특별시 동대문구 장안동 127-9번지 1층 ,"서울특별시 동대문구 한천로36길 14, 1층 (장안동)",구가설렁탕,한식,205964.734794346    ,452599.946673742    ,한식,주택가주변
